"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.272677151E0,-9.870393574E-2,1.250249892E-1,9.814760208E0,9.816052753E0
2.275140641E0,-8.434699476E-2,1.298106313E-1,9.814760208E0,9.815981008E0
2.277604079E0,-9.391828626E-2,1.298106313E-1,9.790832520E0,9.792143426E0
2.280067568E0,-1.082752272E-1,1.202393398E-1,9.805189133E0,9.806524101E0
2.282531006E0,-9.870393574E-2,1.202393398E-1,9.805189133E0,9.806423094E0
2.284994495E0,-9.810572863E-2,1.202393398E-1,9.795618057E0,9.796847215E0
2.287457985E0,-7.956135273E-2,1.393819153E-1,9.805189133E0,9.806502499E0
2.289921422E0,-9.870393574E-2,1.345962733E-1,9.819545746E0,9.820964173E0
2.292384912E0,-8.434699476E-2,1.250249892E-1,9.824331284E0,9.825488834E0
2.294848401E0,-1.082752272E-1,1.298106313E-1,9.809974670E0,9.811430954E0
2.297311839E0,-7.956135273E-2,1.250249892E-1,9.805189133E0,9.806308948E0
2.299775329E0,-1.034895778E-1,1.345962733E-1,9.790832520E0,9.792304513E0
2.302238766E0,-8.913264424E-2,1.250249892E-1,9.805189133E0,9.806391273E0
2.304702256E0,-9.870393574E-2,1.202393398E-1,9.805189133E0,9.806423094E0
2.307165745E0,-1.034895778E-1,1.202393398E-1,9.800403595E0,9.801687519E0
2.309629183E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
2.312092672E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.314556162E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.317019599E0,-8.913264424E-2,1.345962733E-1,9.795618057E0,9.796948194E0
2.319483089E0,-7.956135273E-2,1.345962733E-1,9.795618057E0,9.796865789E0
2.321946526E0,-8.913264424E-2,1.250249892E-1,9.805189133E0,9.806391273E0
2.324410016E0,-7.477571070E-2,1.202393398E-1,9.805189133E0,9.806211441E0
2.326873506E0,-8.434699476E-2,1.447657645E-1,9.800403595E0,9.801835653E0
2.329336943E0,-8.374879509E-2,1.202393398E-1,9.795618057E0,9.796713964E0
2.331800433E0,-8.913264424E-2,1.345962733E-1,9.805189133E0,9.806517971E0
2.334263870E0,-8.913264424E-2,1.447657645E-1,9.809974670E0,9.811447640E0
2.336727360E0,-8.434699476E-2,1.202393398E-1,9.805189133E0,9.806289096E0
2.339190849E0,-9.870393574E-2,1.345962733E-1,9.814760208E0,9.816179326E0
2.341654287E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
2.344117776E0,-1.082752272E-1,1.345962733E-1,9.805189133E0,9.806710642E0
2.346581266E0,-9.870393574E-2,1.250249892E-1,9.814760208E0,9.816052753E0
2.349044704E0,-9.870393574E-2,1.202393398E-1,9.800403595E0,9.801638158E0
2.351508193E0,-9.870393574E-2,1.345962733E-1,9.824331284E0,9.825749019E0
2.353971631E0,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
2.356435120E0,-9.870393574E-2,1.393819153E-1,9.795618057E0,9.797106864E0
2.358898610E0,-8.434699476E-2,1.393819153E-1,9.795618057E0,9.796972739E0
2.361362047E0,-8.434699476E-2,1.250249892E-1,9.805189133E0,9.806348943E0
2.363825537E0,-8.434699476E-2,1.393819153E-1,9.805189133E0,9.806542493E0
2.366289026E0,-9.391828626E-2,1.250249892E-1,9.800403595E0,9.801651010E0
2.368752464E0,-9.391828626E-2,1.154536903E-1,9.809974670E0,9.811103569E0
2.371215954E0,-7.956135273E-2,1.250249892E-1,9.800403595E0,9.801523957E0
2.373679443E0,-9.870393574E-2,1.345962733E-1,9.814760208E0,9.816179326E0
2.376142881E0,-1.034895778E-1,1.250249892E-1,9.805189133E0,9.806532275E0
2.378606370E0,-9.391828626E-2,1.345962733E-1,9.786046028E0,9.787422218E0
2.381069808E0,-1.082752272E-1,1.202393398E-1,9.795618057E0,9.796954330E0
2.383533297E0,-9.870393574E-2,1.250249892E-1,9.795618057E0,9.796913128E0
2.385996787E0,-8.434699476E-2,1.154536903E-1,9.814760208E0,9.815801644E0
2.388460224E0,-7.477571070E-2,1.393819153E-1,9.795618057E0,9.796895011E0
2.390923714E0,-8.434699476E-2,1.250249892E-1,9.814760208E0,9.815918888E0
2.393387204E0,-9.391828626E-2,1.250249892E-1,9.805189133E0,9.806435939E0
2.395850641E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
2.398314131E0,-8.853443712E-2,1.298106313E-1,9.771689415E0,9.772952633E0
2.400777568E0,-8.913264424E-2,1.393819153E-1,9.790832520E0,9.792230255E0
2.403241058E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
2.405704547E0,-7.477571070E-2,1.345962733E-1,9.814760208E0,9.815967884E0
2.408167985E0,-8.434699476E-2,1.345962733E-1,9.800403595E0,9.801690732E0
2.410631474E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.413094964E0,-9.391828626E-2,1.393819153E-1,9.795618057E0,9.797059818E0
2.415558401E0,-7.956135273E-2,1.298106313E-1,9.795618057E0,9.796801209E0
2.418021891E0,-7.477571070E-2,1.298106313E-1,9.805189133E0,9.806333471E0
2.420485381E0,-9.391828626E-2,1.495514214E-1,9.800403595E0,9.801994537E0
2.422948818E0,-8.853443712E-2,1.202393398E-1,9.795618057E0,9.796756043E0
2.425412308E0,-8.853443712E-2,1.202393398E-1,9.795618057E0,9.796756043E0
2.427875745E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
2.430339235E0,-7.956135273E-2,1.298106313E-1,9.800403595E0,9.801586169E0
2.432802724E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
2.435266162E0,-9.391828626E-2,1.154536903E-1,9.805189133E0,9.806318582E0
2.437729651E0,-1.034895778E-1,1.154536903E-1,9.809974670E0,9.811199859E0
2.440193089E0,-9.870393574E-2,1.298106313E-1,9.809974670E0,9.811329997E0
2.442656579E0,-8.913264424E-2,1.250249892E-1,9.819545746E0,9.820746129E0
2.445120068E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
2.447583506E0,-8.434699476E-2,1.106680483E-1,9.809974670E0,9.810961465E0
2.450046995E0,-8.913264424E-2,1.393819153E-1,9.819545746E0,9.820939395E0
2.452510485E0,-8.913264424E-2,1.298106313E-1,9.805189133E0,9.806453455E0
2.454973922E0,-1.130608693E-1,1.250249892E-1,9.790832520E0,9.792283464E0
2.457437412E0,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
2.459900849E0,-8.913264424E-2,1.202393398E-1,9.800403595E0,9.801546447E0
2.462364339E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.464827829E0,-9.391828626E-2,1.250249892E-1,9.800403595E0,9.801651010E0
2.467291266E0,-9.870393574E-2,1.298106313E-1,9.800403595E0,9.801760245E0
2.469754756E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
2.472218245E0,-1.028913707E-1,1.058823988E-1,9.800403595E0,9.801515614E0
2.474681683E0,-9.332008660E-2,1.250249892E-1,9.790832520E0,9.792075434E0
2.477145172E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
2.479608662E0,-7.477571070E-2,1.160518974E-1,9.809974670E0,9.810946054E0
2.482072099E0,-9.391828626E-2,1.298106313E-1,9.814760208E0,9.816067919E0
2.484535589E0,-9.391828626E-2,1.202393398E-1,9.809974670E0,9.811161051E0
2.486999026E0,-8.913264424E-2,1.250249892E-1,9.805189133E0,9.806391273E0
2.489462516E0,-9.870393574E-2,1.202393398E-1,9.814760208E0,9.815992966E0
2.491926006E0,-7.956135273E-2,1.345962733E-1,9.814760208E0,9.816005507E0
2.494389443E0,-9.870393574E-2,1.298106313E-1,9.790832520E0,9.792190495E0
2.496852933E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.499316422E0,-9.870393574E-2,1.298106313E-1,9.790832520E0,9.792190495E0
2.501779860E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
2.504243349E0,-8.913264424E-2,1.393819153E-1,9.795618057E0,9.797015110E0
2.506706787E0,-8.913264424E-2,1.345962733E-1,9.809974670E0,9.811302860E0
2.509170276E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
2.511633766E0,-9.391828626E-2,1.495514214E-1,9.809974670E0,9.811564060E0
2.514097204E0,-8.434699476E-2,1.250249892E-1,9.814760208E0,9.815918888E0
2.516560693E0,-7.956135273E-2,1.202393398E-1,9.800403595E0,9.801464081E0
2.519024183E0,-8.434699476E-2,1.202393398E-1,9.809974670E0,9.811074098E0
2.521487620E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.523951110E0,-8.434699476E-2,1.447657645E-1,9.805189133E0,9.806620492E0
2.526414599E0,-8.913264424E-2,1.250249892E-1,9.805189133E0,9.806391273E0
2.528878037E0,-8.913264424E-2,1.106680483E-1,9.809974670E0,9.811003775E0
2.531341526E0,-9.391828626E-2,1.202393398E-1,9.819545746E0,9.820730971E0
2.533804964E0,-8.913264424E-2,1.393819153E-1,9.805189133E0,9.806584822E0
2.536268454E0,-9.391828626E-2,1.250249892E-1,9.805189133E0,9.806435939E0
2.538731943E0,-1.034895778E-1,1.154536903E-1,9.800403595E0,9.801629980E0
2.541195381E0,-9.391828626E-2,1.250249892E-1,9.805189133E0,9.806435939E0
2.543658870E0,-1.082752272E-1,1.298106313E-1,9.809974670E0,9.811430954E0
2.546122360E0,-9.391828626E-2,1.345962733E-1,9.819545746E0,9.820917241E0
2.548585797E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
2.551049287E0,-8.913264424E-2,1.393819153E-1,9.786046028E0,9.787444447E0
2.553512776E0,-9.870393574E-2,1.298106313E-1,9.795618057E0,9.796975369E0
2.555976214E0,-7.956135273E-2,1.250249892E-1,9.814760208E0,9.815878932E0
2.558439704E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.560903193E0,-7.956135273E-2,1.298106313E-1,9.805189133E0,9.806371130E0
2.563366631E0,-9.391828626E-2,1.298106313E-1,9.800403595E0,9.801713221E0
2.565830120E0,-1.034895778E-1,1.393819153E-1,9.809974670E0,9.811510610E0
2.568293558E0,-7.956135273E-2,1.298106313E-1,9.809974670E0,9.811156091E0
2.570757047E0,-8.913264424E-2,1.154536903E-1,9.809974670E0,9.811058924E0
2.573220537E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.575683974E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
2.578147464E0,-8.913264424E-2,1.106680483E-1,9.805189133E0,9.806218740E0
2.580610954E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
2.583074391E0,-9.391828626E-2,1.345962733E-1,9.805189133E0,9.806562636E0
2.585537881E0,-9.391828626E-2,1.106680483E-1,9.805189133E0,9.806263406E0
2.588001370E0,-8.853443712E-2,1.202393398E-1,9.790832520E0,9.791971062E0
2.590464808E0,-8.374879509E-2,1.250249892E-1,9.790832520E0,9.791988896E0
2.592928297E0,-8.913264424E-2,1.393819153E-1,9.790832520E0,9.792230255E0
2.595391735E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
2.597855224E0,-1.130608693E-1,1.393819153E-1,9.795618057E0,9.797262026E0
2.600318714E0,-9.391828626E-2,1.447657645E-1,9.800403595E0,9.801922689E0
2.602782151E0,-9.391828626E-2,1.154536903E-1,9.814760208E0,9.815888556E0
2.605245641E0,-1.034895778E-1,1.298106313E-1,9.800403595E0,9.801809604E0
2.607709131E0,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
2.610172568E0,-9.870393574E-2,1.345962733E-1,9.800403595E0,9.801824792E0
2.612636058E0,-9.391828626E-2,1.447657645E-1,9.800403595E0,9.801922689E0
2.615099547E0,-1.082752272E-1,1.298106313E-1,9.795618057E0,9.797076475E0
2.617562985E0,-9.870393574E-2,1.298106313E-1,9.805189133E0,9.806545120E0
2.620026474E0,-9.391828626E-2,1.393819153E-1,9.814760208E0,9.816199158E0
2.622489964E0,-8.374879509E-2,1.208375469E-1,9.786046028E0,9.787150374E0
2.624953401E0,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
2.627416891E0,-9.870393574E-2,1.250249892E-1,9.790832520E0,9.792128223E0
2.629880329E0,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
2.632343818E0,-9.870393574E-2,1.298106313E-1,9.809974670E0,9.811329997E0
2.634807308E0,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
2.637270745E0,-8.434699476E-2,1.250249892E-1,9.805189133E0,9.806348943E0
2.639734235E0,-7.477571070E-2,1.447657645E-1,9.809974670E0,9.811327717E0
2.642197724E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
2.644661162E0,-1.034895778E-1,1.345962733E-1,9.790832520E0,9.792304513E0
2.647124651E0,-8.434699476E-2,1.202393398E-1,9.809974670E0,9.811074098E0
2.649588141E0,-1.034895778E-1,1.345962733E-1,9.805189133E0,9.806658971E0
2.652051579E0,-8.913264424E-2,1.393819153E-1,9.800403595E0,9.801799966E0
2.654515068E0,-9.870393574E-2,1.393819153E-1,9.786046028E0,9.787536291E0
2.656978558E0,-9.870393574E-2,1.345962733E-1,9.819545746E0,9.820964173E0
2.659441995E0,-8.434699476E-2,1.298106313E-1,9.809974670E0,9.811196066E0
2.661905485E0,-9.391828626E-2,1.345962733E-1,9.819545746E0,9.820917241E0
2.664368974E0,-7.956135273E-2,1.345962733E-1,9.814760208E0,9.816005507E0
2.666832412E0,-8.434699476E-2,1.298106313E-1,9.809974670E0,9.811196066E0
2.669295901E0,-7.956135273E-2,1.298106313E-1,9.814760208E0,9.815941053E0
2.671759391E0,-9.870393574E-2,1.345962733E-1,9.805189133E0,9.806609636E0
2.674222829E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.676686318E0,-8.434699476E-2,1.202393398E-1,9.805189133E0,9.806289096E0
2.679149756E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
2.681613245E0,-1.034895778E-1,1.447657645E-1,9.805189133E0,9.806803819E0
2.684076735E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
2.686540172E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.689003662E0,-9.870393574E-2,1.393819153E-1,9.800403595E0,9.801891675E0
2.691467151E0,-9.810572863E-2,1.202393398E-1,9.786046028E0,9.787276388E0
2.693930589E0,-8.913264424E-2,1.345962733E-1,9.809974670E0,9.811302860E0
2.696394079E0,-9.870393574E-2,1.393819153E-1,9.809974670E0,9.811461299E0
2.698857568E0,-9.391828626E-2,1.250249892E-1,9.824331284E0,9.825575661E0
2.701321006E0,-9.391828626E-2,1.202393398E-1,9.795618057E0,9.796806177E0
2.703784495E0,-8.913264424E-2,1.393819153E-1,9.814760208E0,9.816154537E0
2.706247933E0,-7.956135273E-2,1.250249892E-1,9.800403595E0,9.801523957E0
2.708711422E0,-8.434699476E-2,1.250249892E-1,9.809974670E0,9.811133915E0
2.711174912E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.713638349E0,-9.391828626E-2,1.447657645E-1,9.809974670E0,9.811492282E0
2.716101839E0,-9.870393574E-2,1.298106313E-1,9.805189133E0,9.806545120E0
2.718565329E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
2.721028766E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
2.723492256E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
2.725955745E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
2.728419183E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.730882672E0,-1.034895778E-1,1.345962733E-1,9.795618057E0,9.797089332E0
2.733346162E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
2.735809599E0,-8.913264424E-2,1.345962733E-1,9.809974670E0,9.811302860E0
2.738273089E0,-9.391828626E-2,1.393819153E-1,9.814760208E0,9.816199158E0
2.740736579E0,-8.434699476E-2,1.393819153E-1,9.805189133E0,9.806542493E0
2.743200016E0,-8.913264424E-2,1.202393398E-1,9.809974670E0,9.811116407E0
2.745663506E0,-9.391828626E-2,1.202393398E-1,9.809974670E0,9.811161051E0
2.748126995E0,-1.034895778E-1,1.250249892E-1,9.809974670E0,9.811317158E0
2.750590433E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
2.753053922E0,-1.034895778E-1,1.298106313E-1,9.805189133E0,9.806594456E0
2.755517412E0,-9.391828626E-2,1.154536903E-1,9.805189133E0,9.806318582E0
2.757980849E0,-8.434699476E-2,1.298106313E-1,9.790832520E0,9.792056303E0
2.760444339E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
2.762907829E0,-1.034895778E-1,1.495514214E-1,9.790832520E0,9.792521491E0
2.765371266E0,-8.913264424E-2,1.298106313E-1,9.805189133E0,9.806453455E0
2.767834756E0,-8.434699476E-2,1.250249892E-1,9.800403595E0,9.801563972E0
2.770298245E0,-8.434699476E-2,1.202393398E-1,9.805189133E0,9.806289096E0
2.772761683E0,-8.913264424E-2,1.298106313E-1,9.814760208E0,9.816023297E0
2.775225172E0,-8.853443712E-2,1.154536903E-1,9.795618057E0,9.796698476E0
2.777688610E0,-8.913264424E-2,1.154536903E-1,9.809974670E0,9.811058924E0
2.780152099E0,-9.391828626E-2,1.298106313E-1,9.814760208E0,9.816067919E0
2.782615589E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.785079026E0,-8.913264424E-2,1.250249892E-1,9.790832520E0,9.792036423E0
2.787542516E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
2.790006006E0,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
2.792469443E0,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
2.794932933E0,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
2.797396422E0,-8.913264424E-2,1.447657645E-1,9.800403595E0,9.801878003E0
2.799859860E0,-8.913264424E-2,1.154536903E-1,9.824331284E0,9.825413953E0
2.802323349E0,-9.870393574E-2,1.250249892E-1,9.809974670E0,9.811267846E0
2.804786839E0,-7.956135273E-2,1.393819153E-1,9.809974670E0,9.811287396E0
2.807250276E0,-8.913264424E-2,1.250249892E-1,9.795618057E0,9.796821372E0
2.809713766E0,-1.034895778E-1,1.393819153E-1,9.809974670E0,9.811510610E0
2.812177256E0,-9.391828626E-2,1.393819153E-1,9.814760208E0,9.816199158E0
2.814640693E0,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
2.817104183E0,-9.391828626E-2,1.250249892E-1,9.819545746E0,9.820790729E0
2.819567672E0,-9.870393574E-2,1.345962733E-1,9.800403595E0,9.801824792E0
2.822031110E0,-9.870393574E-2,1.393819153E-1,9.805189133E0,9.806676487E0
2.824494599E0,-8.434699476E-2,1.250249892E-1,9.800403595E0,9.801563972E0
2.826958089E0,-7.956135273E-2,1.298106313E-1,9.814760208E0,9.815941053E0
2.829421526E0,-7.956135273E-2,1.208375469E-1,9.800403595E0,9.801471438E0
2.831885016E0,-9.870393574E-2,1.393819153E-1,9.805189133E0,9.806676487E0
2.834348506E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.836811943E0,-8.374879509E-2,1.202393398E-1,9.795618057E0,9.796713964E0
2.839275433E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
2.841738922E0,-9.391828626E-2,1.393819153E-1,9.800403595E0,9.801844652E0
2.844202360E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
2.846665849E0,-8.913264424E-2,1.298106313E-1,9.814760208E0,9.816023297E0
2.849129339E0,-8.434699476E-2,1.345962733E-1,9.814760208E0,9.816045462E0
2.851592776E0,-1.034895778E-1,1.202393398E-1,9.800403595E0,9.801687519E0
2.854056266E0,-8.913264424E-2,1.393819153E-1,9.795618057E0,9.797015110E0
2.856519756E0,-7.477571070E-2,1.447657645E-1,9.809974670E0,9.811327717E0
2.858983193E0,-9.391828626E-2,1.202393398E-1,9.795618057E0,9.796806177E0
2.861446683E0,-8.374879509E-2,1.106680483E-1,9.800403595E0,9.801386223E0
2.863910172E0,-7.956135273E-2,1.345962733E-1,9.800403595E0,9.801650718E0
2.866373610E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
2.868837099E0,-9.810572863E-2,1.106680483E-1,9.800403595E0,9.801519412E0
2.871300589E0,-8.434699476E-2,1.250249892E-1,9.800403595E0,9.801563972E0
2.873764026E0,-8.913264424E-2,1.250249892E-1,9.790832520E0,9.792036423E0
2.876227516E0,-1.034895778E-1,1.393819153E-1,9.809974670E0,9.811510610E0
2.878690954E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
2.881154443E0,-8.913264424E-2,1.202393398E-1,9.795618057E0,9.796761467E0
2.883617933E0,-9.391828626E-2,1.393819153E-1,9.790832520E0,9.792274985E0
2.886081370E0,-9.391828626E-2,1.154536903E-1,9.800403595E0,9.801533595E0
2.888544860E0,-8.853443712E-2,1.202393398E-1,9.790832520E0,9.791971062E0
2.891008349E0,-8.913264424E-2,1.298106313E-1,9.809974670E0,9.811238376E0
2.893471787E0,-9.870393574E-2,1.298106313E-1,9.800403595E0,9.801760245E0
2.895935276E0,-9.810572863E-2,1.202393398E-1,9.790832520E0,9.792062278E0
2.898398766E0,-9.332008660E-2,1.154536903E-1,9.795618057E0,9.796742893E0
2.900862204E0,-9.391828626E-2,1.250249892E-1,9.800403595E0,9.801651010E0
2.903325693E0,-9.391828626E-2,1.345962733E-1,9.805189133E0,9.806562636E0
2.905789183E0,-8.913264424E-2,1.393819153E-1,9.800403595E0,9.801799966E0
2.908252620E0,-8.913264424E-2,1.202393398E-1,9.809974670E0,9.811116407E0
2.910716110E0,-9.332008660E-2,1.058823988E-1,9.805189133E0,9.806204855E0
2.913179599E0,-7.956135273E-2,1.393819153E-1,9.795618057E0,9.796932706E0
2.915643037E0,-8.434699476E-2,1.345962733E-1,9.809974670E0,9.811260551E0
2.918106526E0,-9.870393574E-2,1.345962733E-1,9.800403595E0,9.801824792E0
2.920570016E0,-9.870393574E-2,1.250249892E-1,9.809974670E0,9.811267846E0
2.923033454E0,-1.034895778E-1,1.393819153E-1,9.786046028E0,9.787585723E0
2.925496943E0,-9.870393574E-2,1.298106313E-1,9.805189133E0,9.806545120E0
2.927960433E0,-8.374879509E-2,1.250249892E-1,9.786046028E0,9.787202970E0
2.930423870E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
2.932887360E0,-1.034895778E-1,1.393819153E-1,9.800403595E0,9.801941034E0
2.935350849E0,-9.870393574E-2,1.250249892E-1,9.795618057E0,9.796913128E0
2.937814339E0,-8.913264424E-2,1.202393398E-1,9.809974670E0,9.811116407E0
2.940277776E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
2.942741266E0,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
2.945204704E0,-8.913264424E-2,1.345962733E-1,9.814760208E0,9.816087751E0
2.947668193E0,-9.391828626E-2,1.393819153E-1,9.809974670E0,9.811414322E0
2.950131683E0,-8.434699476E-2,1.250249892E-1,9.805189133E0,9.806348943E0
2.952595120E0,-9.870393574E-2,1.393819153E-1,9.805189133E0,9.806676487E0
2.955058610E0,-8.434699476E-2,1.250249892E-1,9.805189133E0,9.806348943E0
2.957522099E0,-8.913264424E-2,1.250249892E-1,9.814760208E0,9.815961177E0
2.959985589E0,-8.913264424E-2,1.345962733E-1,9.809974670E0,9.811302860E0
2.962449026E0,-9.391828626E-2,1.298106313E-1,9.809974670E0,9.811283019E0
2.964912516E0,-8.434699476E-2,1.345962733E-1,9.829116821E0,9.830400198E0
2.967376006E0,-8.913264424E-2,1.154536903E-1,9.809974670E0,9.811058924E0
2.969839443E0,-9.391828626E-2,1.345962733E-1,9.805189133E0,9.806562636E0
2.972302933E0,-1.082752272E-1,1.298106313E-1,9.814760208E0,9.816215781E0
2.974766422E0,-8.913264424E-2,1.154536903E-1,9.819545746E0,9.820628943E0
2.977229860E0,-8.434699476E-2,1.154536903E-1,9.805189133E0,9.806231585E0
2.979693349E0,-7.956135273E-2,1.298106313E-1,9.814760208E0,9.815941053E0
2.982156839E0,-7.956135273E-2,1.393819153E-1,9.790832520E0,9.792147811E0
2.984620276E0,-8.913264424E-2,1.250249892E-1,9.790832520E0,9.792036423E0
2.987083766E0,-9.391828626E-2,1.250249892E-1,9.805189133E0,9.806435939E0
2.989547256E0,-9.870393574E-2,1.393819153E-1,9.805189133E0,9.806676487E0
2.992010693E0,-9.391828626E-2,1.447657645E-1,9.800403595E0,9.801922689E0
2.994474183E0,-8.913264424E-2,1.298106313E-1,9.809974670E0,9.811238376E0
2.996937672E0,-8.913264424E-2,1.298106313E-1,9.819545746E0,9.820808219E0
2.999401110E0,-8.434699476E-2,1.298106313E-1,9.814760208E0,9.815981008E0
3.001864599E0,-8.434699476E-2,1.202393398E-1,9.809974670E0,9.811074098E0
3.004328089E0,-8.913264424E-2,1.393819153E-1,9.800403595E0,9.801799966E0
3.006791526E0,-7.956135273E-2,1.298106313E-1,9.809974670E0,9.811156091E0
3.009255016E0,-8.913264424E-2,1.202393398E-1,9.805189133E0,9.806331427E0
3.011718506E0,-9.391828626E-2,1.345962733E-1,9.814760208E0,9.816132372E0
3.014181943E0,-8.913264424E-2,1.202393398E-1,9.800403595E0,9.801546447E0
3.016645433E0,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
3.019108922E0,-9.870393574E-2,1.393819153E-1,9.805189133E0,9.806676487E0
3.021572360E0,-1.082752272E-1,1.154536903E-1,9.809974670E0,9.811251506E0
3.024035849E0,-1.082752272E-1,1.250249892E-1,9.809974670E0,9.811368804E0
3.026499339E0,-9.870393574E-2,1.393819153E-1,9.795618057E0,9.797106864E0
3.028962776E0,-9.870393574E-2,1.250249892E-1,9.795618057E0,9.796913128E0
3.031426266E0,-1.034895778E-1,1.393819153E-1,9.795618057E0,9.797156247E0
3.033889756E0,-8.913264424E-2,1.345962733E-1,9.790832520E0,9.792163306E0
3.036353193E0,-9.391828626E-2,1.250249892E-1,9.814760208E0,9.816005798E0
3.038816683E0,-9.391828626E-2,1.345962733E-1,9.809974670E0,9.811347504E0
3.041280172E0,-1.034895778E-1,1.393819153E-1,9.805189133E0,9.806725822E0
3.043743610E0,-9.870393574E-2,1.345962733E-1,9.814760208E0,9.816179326E0
3.046207099E0,-9.391828626E-2,1.393819153E-1,9.814760208E0,9.816199158E0
3.048670589E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
3.051134026E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
3.053597516E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
3.056061006E0,-1.082752272E-1,1.250249892E-1,9.805189133E0,9.806583947E0
3.058524443E0,-1.130608693E-1,1.298106313E-1,9.800403595E0,9.801915332E0
3.060987933E0,-1.082752272E-1,1.298106313E-1,9.790832520E0,9.792291650E0
3.063451422E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
3.065914912E0,-9.391828626E-2,1.202393398E-1,9.795618057E0,9.796806177E0
3.068378349E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
