"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.271047179E1,-7.956135273E-2,1.256231815E-1,9.791430473E0,9.792559518E0
1.271293528E1,-8.434699476E-2,1.304088384E-1,9.805787086E0,9.807016940E0
1.271539877E1,-1.034895778E-1,1.304088384E-1,9.801001549E0,9.802415412E0
1.271786226E1,-7.956135273E-2,1.453639716E-1,9.786644936E0,9.788047803E0
1.272032580E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.272278929E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.272525278E1,-1.034895778E-1,1.256231815E-1,9.791430473E0,9.792783159E0
1.272771627E1,-8.913264424E-2,1.351944804E-1,9.796216011E0,9.797554303E0
1.273017976E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.273264330E1,-7.956135273E-2,1.256231815E-1,9.805787086E0,9.806914478E0
1.273510679E1,-1.034895778E-1,1.160518974E-1,9.810572624E0,9.811804796E0
1.273757028E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.274003377E1,-1.034895778E-1,1.304088384E-1,9.805787086E0,9.807200260E0
1.274249726E1,-1.082752272E-1,1.208375469E-1,9.796216011E0,9.797559562E0
1.274496080E1,-1.034895778E-1,1.112662554E-1,9.801001549E0,9.802179433E0
1.274742429E1,-8.434699476E-2,1.351944804E-1,9.815358162E0,9.816651558E0
1.274988778E1,-8.434699476E-2,1.351944804E-1,9.810572624E0,9.811866651E0
1.275235127E1,-7.477571070E-2,1.453639716E-1,9.805787086E0,9.807149559E0
1.275481481E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.275727830E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.275974179E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.276220528E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.276466877E1,-8.913264424E-2,1.256231815E-1,9.805787086E0,9.806996798E0
1.276713231E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.276959580E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.277205929E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.277452278E1,-9.870393574E-2,1.453639716E-1,9.805787086E0,9.807361191E0
1.277698627E1,-9.870393574E-2,1.256231815E-1,9.805787086E0,9.807088459E0
1.277944981E1,-8.913264424E-2,1.453639716E-1,9.796216011E0,9.797699906E0
1.278191330E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.278437679E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.278684028E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.278930382E1,-8.913264424E-2,1.351944804E-1,9.791430473E0,9.792769419E0
1.279176731E1,-1.034895778E-1,1.256231815E-1,9.815358162E0,9.816707550E0
1.279423080E1,-9.870393574E-2,1.399801224E-1,9.805787086E0,9.807282870E0
1.279669429E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.279915778E1,-8.913264424E-2,1.208375469E-1,9.815358162E0,9.816506618E0
1.280162127E1,-8.913264424E-2,1.453639716E-1,9.786644936E0,9.788130282E0
1.280408481E1,-9.870393574E-2,1.304088384E-1,9.786644936E0,9.788011444E0
1.280654830E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.280901179E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.281147528E1,-9.870393574E-2,1.399801224E-1,9.805787086E0,9.807282870E0
1.281393877E1,-8.434699476E-2,1.351944804E-1,9.805787086E0,9.807081745E0
1.281640231E1,-7.477571070E-2,1.160518974E-1,9.791430473E0,9.792403697E0
1.281886580E1,-1.130608693E-1,1.304088384E-1,9.796216011E0,9.797736339E0
1.282132929E1,-9.391828626E-2,1.399801224E-1,9.791430473E0,9.792881384E0
1.282379278E1,-7.956135273E-2,1.256231815E-1,9.777072906E0,9.778203609E0
1.282625632E1,-1.082752272E-1,1.351944804E-1,9.810572624E0,9.812101522E0
1.282871981E1,-1.034895778E-1,1.304088384E-1,9.796216011E0,9.797630565E0
1.283118330E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.283364679E1,-8.434699476E-2,1.304088384E-1,9.815358162E0,9.816586817E0
1.283611028E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.283857382E1,-7.477571070E-2,1.351944804E-1,9.791430473E0,9.792649267E0
1.284103731E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.284350080E1,-1.034895778E-1,1.453639716E-1,9.791430473E0,9.793056290E0
1.284596429E1,-9.391828626E-2,1.160518974E-1,9.791430473E0,9.792568580E0
1.284842778E1,-8.434699476E-2,1.256231815E-1,9.796216011E0,9.797384535E0
1.285089132E1,-8.434699476E-2,1.304088384E-1,9.777072906E0,9.778306372E0
1.285335481E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.285581830E1,-1.034895778E-1,1.399801224E-1,9.791430473E0,9.792977854E0
1.285828179E1,-1.082752272E-1,1.256231815E-1,9.810572624E0,9.811974313E0
1.286074528E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.286320882E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.286567231E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.286813580E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.287059929E1,-8.913264424E-2,1.399801224E-1,9.791430473E0,9.792836656E0
1.287306278E1,-8.913264424E-2,1.160518974E-1,9.801001549E0,9.802093859E0
1.287552632E1,-1.034895778E-1,1.351944804E-1,9.810572624E0,9.812049880E0
1.287798981E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.288045330E1,-8.913264424E-2,1.208375469E-1,9.801001549E0,9.802151687E0
1.288291679E1,-8.913264424E-2,1.351944804E-1,9.796216011E0,9.797554303E0
1.288538033E1,-9.391828626E-2,1.256231815E-1,9.796216011E0,9.797471611E0
1.288784382E1,-7.477571070E-2,1.453639716E-1,9.801001549E0,9.802364687E0
1.289030731E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.289277080E1,-8.913264424E-2,1.208375469E-1,9.805787086E0,9.806936664E0
1.289523429E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.289769783E1,-7.956135273E-2,1.351944804E-1,9.791430473E0,9.792686979E0
1.290016132E1,-1.130608693E-1,1.453639716E-1,9.796216011E0,9.797946804E0
1.290262481E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.290508830E1,-8.434699476E-2,1.208375469E-1,9.805787086E0,9.806894336E0
1.290755184E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.291001533E1,-1.130608693E-1,1.304088384E-1,9.786644936E0,9.788166750E0
1.291247882E1,-1.034895778E-1,1.351944804E-1,9.801001549E0,9.802480247E0
1.291494231E1,-9.870393574E-2,1.351944804E-1,9.805787086E0,9.807215731E0
1.291740580E1,-1.034895778E-1,1.256231815E-1,9.801001549E0,9.802352913E0
1.291986934E1,-1.082752272E-1,1.208375469E-1,9.781859398E0,9.783204921E0
1.292233283E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.292479632E1,-9.870393574E-2,1.304088384E-1,9.796216011E0,9.797581185E0
1.292725981E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.292972330E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.293218684E1,-7.956135273E-2,1.256231815E-1,9.805787086E0,9.806914478E0
1.293465033E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.293711382E1,-1.034895778E-1,1.256231815E-1,9.796216011E0,9.797568036E0
1.293957731E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.294204080E1,-1.034895778E-1,1.304088384E-1,9.801001549E0,9.802415412E0
1.294450434E1,-1.034895778E-1,1.304088384E-1,9.810572624E0,9.811985109E0
1.294696783E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.294943132E1,-8.913264424E-2,1.208375469E-1,9.801001549E0,9.802151687E0
1.295189481E1,-9.870393574E-2,1.256231815E-1,9.805787086E0,9.807088459E0
1.295435830E1,-9.870393574E-2,1.208375469E-1,9.815358162E0,9.816598190E0
1.295682184E1,-8.913264424E-2,1.208375469E-1,9.796216011E0,9.797366711E0
1.295928533E1,-6.520441920E-2,1.208375469E-1,9.791430473E0,9.792393172E0
1.296174882E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.296421231E1,-9.391828626E-2,1.351944804E-1,9.781859398E0,9.783244425E0
1.296667585E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.296913934E1,-9.391828626E-2,1.453639716E-1,9.801001549E0,9.802529403E0
1.297160283E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.297406632E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.297652981E1,-9.391828626E-2,1.399801224E-1,9.796216011E0,9.797666213E0
1.297899335E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.298145684E1,-8.434699476E-2,1.399801224E-1,9.796216011E0,9.797579139E0
1.298392033E1,-9.391828626E-2,1.208375469E-1,9.801001549E0,9.802196372E0
1.298638382E1,-9.870393574E-2,1.160518974E-1,9.786644936E0,9.787830689E0
1.298884731E1,-1.034895778E-1,1.160518974E-1,9.801001549E0,9.802234923E0
1.299131085E1,-8.913264424E-2,1.208375469E-1,9.810572624E0,9.811721641E0
1.299377434E1,-1.034895778E-1,1.256231815E-1,9.786644936E0,9.787998282E0
1.299623783E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.299870132E1,-8.913264424E-2,1.399801224E-1,9.801001549E0,9.802406359E0
1.300116486E1,-1.034895778E-1,1.351944804E-1,9.791430473E0,9.792910617E0
1.300362835E1,-9.870393574E-2,1.256231815E-1,9.781859398E0,9.783163953E0
1.300609184E1,-1.034895778E-1,1.351944804E-1,9.786644936E0,9.788125803E0
1.300855533E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.301101882E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.301348236E1,-8.913264424E-2,1.160518974E-1,9.801001549E0,9.802093859E0
1.301594585E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.301840934E1,-9.391828626E-2,1.256231815E-1,9.781859398E0,9.783116840E0
1.302087283E1,-9.870393574E-2,1.399801224E-1,9.791430473E0,9.792928449E0
1.302333632E1,-1.034895778E-1,1.256231815E-1,9.786644936E0,9.787998282E0
1.302579986E1,-9.391828626E-2,1.304088384E-1,9.786644936E0,9.787964355E0
1.302826335E1,-1.034895778E-1,1.208375469E-1,9.786644936E0,9.787938031E0
1.303072684E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.303319033E1,-8.913264424E-2,1.351944804E-1,9.791430473E0,9.792769419E0
1.303565382E1,-7.956135273E-2,1.064806059E-1,9.796216011E0,9.797117753E0
1.303811736E1,-6.999006122E-2,1.399801224E-1,9.796216011E0,9.797466059E0
1.304058085E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.304304434E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.304550783E1,-1.082752272E-1,1.256231815E-1,9.796216011E0,9.797619754E0
1.304797132E1,-1.034895778E-1,1.304088384E-1,9.791430473E0,9.792845719E0
1.305043486E1,-8.913264424E-2,1.256231815E-1,9.791430473E0,9.792641958E0
1.305289835E1,-8.913264424E-2,1.256231815E-1,9.791430473E0,9.792641958E0
1.305536184E1,-9.870393574E-2,1.256231815E-1,9.786644936E0,9.787948853E0
1.305782533E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.306028887E1,-8.913264424E-2,1.304088384E-1,9.786644936E0,9.787919605E0
1.306275236E1,-9.870393574E-2,1.351944804E-1,9.786644936E0,9.788076374E0
1.306521585E1,-9.391828626E-2,1.399801224E-1,9.786644936E0,9.788096555E0
1.306767934E1,-7.956135273E-2,1.399801224E-1,9.786644936E0,9.787969327E0
1.307014283E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.307260637E1,-7.956135273E-2,1.256231815E-1,9.801001549E0,9.802129491E0
1.307506986E1,-9.391828626E-2,1.304088384E-1,9.810572624E0,9.811888826E0
1.307753335E1,-9.870393574E-2,1.399801224E-1,9.786644936E0,9.788143644E0
1.307999684E1,-9.391828626E-2,1.351944804E-1,9.796216011E0,9.797599008E0
1.308246033E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.308492387E1,-8.913264424E-2,1.399801224E-1,9.796216011E0,9.797621507E0
1.308738736E1,-8.434699476E-2,1.304088384E-1,9.801001549E0,9.802232003E0
1.308985085E1,-1.034895778E-1,1.304088384E-1,9.796216011E0,9.797630565E0
1.309231434E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.309477783E1,-1.034895778E-1,1.304088384E-1,9.801001549E0,9.802415412E0
1.309724137E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.309970486E1,-9.870393574E-2,1.399801224E-1,9.810572624E0,9.812067678E0
1.310216835E1,-1.082752272E-1,1.304088384E-1,9.810572624E0,9.812036751E0
1.310463184E1,-9.870393574E-2,1.112662554E-1,9.810572624E0,9.811700049E0
1.310709538E1,-1.034895778E-1,1.160518974E-1,9.786644936E0,9.787880119E0
1.310955887E1,-9.870393574E-2,1.256231815E-1,9.805787086E0,9.807088459E0
1.311202236E1,-6.999006122E-2,1.399801224E-1,9.796216011E0,9.797466059E0
1.311448585E1,-9.391828626E-2,1.256231815E-1,9.796216011E0,9.797471611E0
1.311694934E1,-8.913264424E-2,1.399801224E-1,9.820143700E0,9.821545772E0
1.311941288E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.312187637E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.312433986E1,-1.034895778E-1,1.351944804E-1,9.805787086E0,9.807265064E0
1.312680335E1,-8.434699476E-2,1.453639716E-1,9.801001549E0,9.802442372E0
1.312926689E1,-9.391828626E-2,1.399801224E-1,9.796216011E0,9.797666213E0
1.313173038E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.313419387E1,-8.434699476E-2,1.304088384E-1,9.791430473E0,9.792662130E0
1.313665736E1,-7.956135273E-2,1.256231815E-1,9.801001549E0,9.802129491E0
1.313912085E1,-9.391828626E-2,1.256231815E-1,9.796216011E0,9.797471611E0
1.314158439E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.314404788E1,-9.391828626E-2,1.399801224E-1,9.791430473E0,9.792881384E0
1.314651137E1,-7.956135273E-2,1.399801224E-1,9.796216011E0,9.797539108E0
1.314897486E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.315143835E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.315390189E1,-9.391828626E-2,1.399801224E-1,9.791430473E0,9.792881384E0
1.315636538E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.315882887E1,-9.391828626E-2,1.351944804E-1,9.805787086E0,9.807168734E0
1.316129236E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.316375585E1,-1.034895778E-1,1.208375469E-1,9.786644936E0,9.787938031E0
1.316621939E1,-9.870393574E-2,1.351944804E-1,9.781859398E0,9.783291537E0
1.316868288E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.317114637E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.317360986E1,-9.391828626E-2,1.351944804E-1,9.805787086E0,9.807168734E0
1.317607340E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.317853689E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.318100038E1,-1.034895778E-1,1.453639716E-1,9.791430473E0,9.793056290E0
1.318346387E1,-7.956135273E-2,1.304088384E-1,9.791430473E0,9.792622079E0
1.318592736E1,-9.391828626E-2,1.160518974E-1,9.796216011E0,9.797353562E0
1.318839090E1,-9.870393574E-2,1.256231815E-1,9.810572624E0,9.811873362E0
1.319085439E1,-9.391828626E-2,1.351944804E-1,9.796216011E0,9.797599008E0
1.319331788E1,-7.477571070E-2,1.208375469E-1,9.810572624E0,9.811601721E0
1.319578137E1,-7.956135273E-2,1.351944804E-1,9.801001549E0,9.802256828E0
1.319824486E1,-9.870393574E-2,1.304088384E-1,9.796216011E0,9.797581185E0
1.320070840E1,-1.082752272E-1,1.304088384E-1,9.796216011E0,9.797682283E0
1.320317189E1,-9.391828626E-2,1.399801224E-1,9.805787086E0,9.807235873E0
1.320563538E1,-7.956135273E-2,1.351944804E-1,9.805787086E0,9.807041753E0
1.320809887E1,-1.034895778E-1,1.304088384E-1,9.791430473E0,9.792845719E0
1.321056241E1,-8.913264424E-2,1.304088384E-1,9.810572624E0,9.811844185E0
1.321302590E1,-8.434699476E-2,1.399801224E-1,9.801001549E0,9.802364011E0
1.321548939E1,-7.956135273E-2,1.208375469E-1,9.805787086E0,9.806854343E0
1.321795288E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.322041637E1,-1.082752272E-1,1.256231815E-1,9.796216011E0,9.797619754E0
1.322287986E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.322534340E1,-8.913264424E-2,1.351944804E-1,9.796216011E0,9.797554303E0
1.322780689E1,-8.913264424E-2,1.351944804E-1,9.781859398E0,9.783199653E0
1.323027038E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.323273387E1,-9.870393574E-2,1.304088384E-1,9.801001549E0,9.802366056E0
1.323519741E1,-8.913264424E-2,1.256231815E-1,9.810572624E0,9.811781746E0
1.323766090E1,-1.034895778E-1,1.304088384E-1,9.786644936E0,9.788060873E0
1.324012439E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.324258788E1,-8.913264424E-2,1.208375469E-1,9.791430473E0,9.792581736E0
1.324505137E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.324751491E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.324997840E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.325244189E1,-9.391828626E-2,1.453639716E-1,9.781859398E0,9.783390241E0
1.325490538E1,-9.870393574E-2,1.501496136E-1,9.786644936E0,9.788294360E0
1.325736892E1,-1.034895778E-1,1.256231815E-1,9.805787086E0,9.807137792E0
1.325983241E1,-9.391828626E-2,1.256231815E-1,9.815358162E0,9.816611313E0
1.326229590E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.326475939E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.326722288E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.326968642E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.327214991E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.327461340E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.327707689E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.327954038E1,-7.477571070E-2,1.112662554E-1,9.786644936E0,9.787563061E0
1.328200392E1,-8.434699476E-2,1.351944804E-1,9.796216011E0,9.797511934E0
1.328446741E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.328693090E1,-8.913264424E-2,1.208375469E-1,9.805787086E0,9.806936664E0
1.328939439E1,-9.391828626E-2,1.304088384E-1,9.786644936E0,9.787964355E0
1.329185788E1,-9.391828626E-2,1.453639716E-1,9.786644936E0,9.788175030E0
1.329432142E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.329678491E1,-9.391828626E-2,1.351944804E-1,9.815358162E0,9.816738462E0
1.329924840E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.330171189E1,-8.434699476E-2,1.351944804E-1,9.781859398E0,9.783157223E0
1.330417543E1,-7.956135273E-2,1.399801224E-1,9.796216011E0,9.797539108E0
1.330663892E1,-9.391828626E-2,1.304088384E-1,9.815358162E0,9.816673722E0
1.330910241E1,-1.034895778E-1,1.208375469E-1,9.805787086E0,9.807077658E0
1.331156590E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.331402939E1,-8.434699476E-2,1.208375469E-1,9.796216011E0,9.797324342E0
1.331649293E1,-1.034895778E-1,1.256231815E-1,9.791430473E0,9.792783159E0
1.331895642E1,-1.082752272E-1,1.399801224E-1,9.791430473E0,9.793029596E0
1.332141991E1,-9.870393574E-2,1.304088384E-1,9.801001549E0,9.802366056E0
1.332388340E1,-9.391828626E-2,1.208375469E-1,9.801001549E0,9.802196372E0
1.332634689E1,-8.913264424E-2,1.256231815E-1,9.781859398E0,9.783072068E0
1.332881043E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.333127392E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.333373741E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.333620090E1,-8.434699476E-2,1.399801224E-1,9.796216011E0,9.797579139E0
1.333866439E1,-8.913264424E-2,1.351944804E-1,9.805787086E0,9.807124072E0
1.334112793E1,-8.434699476E-2,1.160518974E-1,9.805787086E0,9.806836536E0
1.334359142E1,-8.913264424E-2,1.208375469E-1,9.805787086E0,9.806936664E0
1.334605491E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.334851840E1,-1.082752272E-1,1.304088384E-1,9.801001549E0,9.802467105E0
1.335098194E1,-1.082752272E-1,1.208375469E-1,9.801001549E0,9.802344444E0
1.335344543E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.335590892E1,-8.913264424E-2,1.399801224E-1,9.810572624E0,9.811976064E0
1.335837241E1,-8.913264424E-2,1.351944804E-1,9.820143700E0,9.821478731E0
1.336083590E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.336329944E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.336576293E1,-9.391828626E-2,1.351944804E-1,9.796216011E0,9.797599008E0
1.336822642E1,-8.434699476E-2,1.501496136E-1,9.805787086E0,9.807299308E0
1.337068991E1,-8.913264424E-2,1.256231815E-1,9.791430473E0,9.792641958E0
1.337315340E1,-1.034895778E-1,1.304088384E-1,9.796216011E0,9.797630565E0
1.337561694E1,-8.913264424E-2,1.399801224E-1,9.796216011E0,9.797621507E0
1.337808043E1,-9.870393574E-2,1.304088384E-1,9.791430473E0,9.792796314E0
1.338054392E1,-9.391828626E-2,1.304088384E-1,9.786644936E0,9.787964355E0
1.338300741E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.338547095E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.338793444E1,-1.034895778E-1,1.160518974E-1,9.805787086E0,9.807019859E0
1.339039793E1,-8.434699476E-2,1.351944804E-1,9.805787086E0,9.807081745E0
1.339286142E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.339532491E1,-7.477571070E-2,1.256231815E-1,9.805787086E0,9.806876821E0
1.339778845E1,-8.434699476E-2,1.208375469E-1,9.796216011E0,9.797324342E0
1.340025194E1,-1.178465188E-1,1.304088384E-1,9.791430473E0,9.793007964E0
1.340271543E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.340517892E1,-8.913264424E-2,1.160518974E-1,9.801001549E0,9.802093859E0
1.340764246E1,-1.082752272E-1,1.399801224E-1,9.796216011E0,9.797814353E0
1.341010595E1,-1.082752272E-1,1.501496136E-1,9.801001549E0,9.802749604E0
1.341256944E1,-9.391828626E-2,1.453639716E-1,9.796216011E0,9.797744611E0
1.341503293E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.341749642E1,-9.391828626E-2,1.351944804E-1,9.796216011E0,9.797599008E0
1.341995996E1,-8.913264424E-2,1.256231815E-1,9.805787086E0,9.806996798E0
1.342242345E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.342488694E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.342735043E1,-1.034895778E-1,1.208375469E-1,9.805787086E0,9.807077658E0
1.342981397E1,-9.870393574E-2,1.208375469E-1,9.786644936E0,9.787888601E0
1.343227746E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.343474095E1,-8.434699476E-2,1.208375469E-1,9.786644936E0,9.787754350E0
1.343720444E1,-9.391828626E-2,1.304088384E-1,9.810572624E0,9.811888826E0
1.343966793E1,-8.913264424E-2,1.208375469E-1,9.805787086E0,9.806936664E0
1.344213147E1,-7.956135273E-2,1.351944804E-1,9.801001549E0,9.802256828E0
1.344459496E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.344705845E1,-1.034895778E-1,1.304088384E-1,9.786644936E0,9.788060873E0
1.344952194E1,-8.434699476E-2,1.399801224E-1,9.796216011E0,9.797579139E0
1.345198543E1,-7.477571070E-2,1.549352705E-1,9.791430473E0,9.792941696E0
1.345444897E1,-9.870393574E-2,1.304088384E-1,9.796216011E0,9.797581185E0
1.345691246E1,-8.913264424E-2,1.160518974E-1,9.791430473E0,9.792523852E0
1.345937595E1,-9.870393574E-2,1.304088384E-1,9.796216011E0,9.797581185E0
1.346183944E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.346430293E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.346676647E1,-8.434699476E-2,1.399801224E-1,9.801001549E0,9.802364011E0
1.346922996E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.347169345E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.347415694E1,-1.034895778E-1,1.351944804E-1,9.791430473E0,9.792910617E0
1.347662049E1,-1.034895778E-1,1.256231815E-1,9.796216011E0,9.797568036E0
1.347908397E1,-9.870393574E-2,1.112662554E-1,9.801001549E0,9.802130075E0
1.348154746E1,-1.178465188E-1,1.256231815E-1,9.801001549E0,9.802515001E0
1.348401095E1,-1.034895778E-1,1.399801224E-1,9.805787086E0,9.807332202E0
1.348647444E1,-7.477571070E-2,1.351944804E-1,9.810572624E0,9.811789040E0
1.348893799E1,-9.870393574E-2,1.256231815E-1,9.786644936E0,9.787948853E0
1.349140147E1,-9.391828626E-2,1.351944804E-1,9.786644936E0,9.788029285E0
1.349386496E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.349632845E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.349879200E1,-1.082752272E-1,1.351944804E-1,9.781859398E0,9.783392783E0
1.350125549E1,-1.082752272E-1,1.208375469E-1,9.801001549E0,9.802344444E0
1.350371897E1,-9.870393574E-2,1.351944804E-1,9.810572624E0,9.812000572E0
1.350618246E1,-1.130608693E-1,1.304088384E-1,9.796216011E0,9.797736339E0
